n,family,sample_id,gamma,beta,action_mode,log_H_mean,log_H_std,entropy_method,penalty_neutral,penalty_geometric,penalty_effective,score,score_per_node,score_per_nlogn,log_H_norm,penalty_norm,log_H_norm_scale,penalty_norm_scale,score_norm,score_norm_std_est,normalization_method,normalization_group
20,lorentzian_like_2d,1,0.2,1.0,A1,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,0.05130277777777778,-21.38963745689739,-1.0694818728448694,-0.35700181965062194,-1.1120223313021895,-0.679319824545721,5.444251003571674,1.5817847880126672,0.9761583663930453,0.0,robust_zscore,n
20,lorentzian_like_2d,1,0.2,1.0,A2,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,1.1514919313285223,-21.16959962618724,-1.058479981309362,-0.35332929803290897,-1.1120223313021895,0.016216737626562342,5.444251003571674,1.5817847880126672,1.115265678827502,0.0,robust_zscore,n
20,lorentzian_like_2d,1,0.2,1.0,A3,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,1.1001891535507446,-21.179860181742796,-1.0589930090871398,-0.3535005509123157,-1.1120223313021895,-0.016216737626562203,5.444251003571674,1.5817847880126672,1.1087789837768771,0.0,robust_zscore,n
20,lorentzian_like_2d,1,0.4,1.0,A1,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,0.05130277777777778,-21.379376901341832,-1.0689688450670916,-0.3568305667712152,-1.1120223313021895,-0.679319824545721,5.444251003571674,1.5817847880126672,0.8402944014839011,0.0,robust_zscore,n
20,lorentzian_like_2d,1,0.4,1.0,A2,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,1.1514919313285223,-20.939301239921534,-1.0469650619960766,-0.34948552353578927,-1.1120223313021895,0.016216737626562342,5.444251003571674,1.5817847880126672,1.1185090263528146,0.0,robust_zscore,n
20,lorentzian_like_2d,1,0.4,1.0,A3,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,1.1001891535507446,-20.959822351032646,-1.0479911175516323,-0.3498280292946027,-1.1120223313021895,-0.016216737626562203,5.444251003571674,1.5817847880126672,1.1055356362515647,0.0,robust_zscore,n
20,lorentzian_like_2d,1,0.6,1.0,A1,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,0.05130277777777778,-21.369116345786278,-1.068455817289314,-0.3566593138918085,-1.1120223313021895,-0.679319824545721,5.444251003571674,1.5817847880126672,0.7044304365747569,0.0,robust_zscore,n
20,lorentzian_like_2d,1,0.6,1.0,A2,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,1.1514919313285223,-20.709002853655832,-1.0354501426827916,-0.3456417490386696,-1.1120223313021895,0.016216737626562342,5.444251003571674,1.5817847880126672,1.121752373878127,0.0,robust_zscore,n
20,lorentzian_like_2d,1,0.6,1.0,A3,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,1.1001891535507446,-20.739784520322498,-1.0369892260161249,-0.3461555076768898,-1.1120223313021895,-0.016216737626562203,5.444251003571674,1.5817847880126672,1.1022922887262523,0.0,robust_zscore,n
20,lorentzian_like_2d,1,0.8,1.0,A1,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,0.05130277777777778,-21.35885579023072,-1.067942789511536,-0.3564880610124017,-1.1120223313021895,-0.679319824545721,5.444251003571674,1.5817847880126672,0.5685664716656127,0.0,robust_zscore,n
20,lorentzian_like_2d,1,0.8,1.0,A2,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,1.1514919313285223,-20.478704467390127,-1.0239352233695063,-0.3417979745415499,-1.1120223313021895,0.016216737626562342,5.444251003571674,1.5817847880126672,1.1249957214034394,0.0,robust_zscore,n
20,lorentzian_like_2d,1,0.8,1.0,A3,21.399898012452944,0.0,exact,0.05130277777777778,1.1001891535507446,1.1001891535507446,-20.519746689612347,-1.0259873344806174,-0.34248298605917676,-1.1120223313021895,-0.016216737626562203,5.444251003571674,1.5817847880126672,1.0990489412009397,0.0,robust_zscore,n
